,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,Comments,ComplianceStatus,Outlier,ZipCode,Latitude,Longitude,Address,PropertyGFATotal_calc,BuildingAge,MeanGFAperFloor,ParkingGFARatio,Certified,CertifiedPreviousYear,NbYearsCertified,SteamUse(ratio),Electricity(ratio),NaturalGas(ratio),OtherFuelUse(ratio),SteamUse(bins),Electricity(bins),NaturalGas(bins),OtherFuelUse(bins),EnergyProfile,MainEnergy,ExtsurfVolRatio,SiteEnergyUseWN(kBtu)_log,TotalGHGEmissions_log
513,383,2016,NonResidential,Large Office,SMITH TOWER,939000060,7,DOWNTOWN,1912,1.0,42.0,304346,0,304346,"('Office', ' Other - Restaurant/Bar', ' Retail Store', ' Single Family Home')",Office,245028.0,Retail Store,8429.0,Other - Restaurant/Bar,7518.0,(),72.0,88.40000153,94.5,182.6000061,189.1000061,23262243.375,24880988.0,1014422.375,3294180.5,11239744.0,110080.7734,11008077.0,0.0,741.3,2.44,False,,Compliant,,98104.0,47.60198,-122.33174,506 SECOND AVENUE,260975.0,104,7077.813953488372,0.0,False,False,0,0.043608106004522446,0.48317541084964255,0.47321648314583503,0.0,(s),e,n,(o),(s)en(o),Electricity,0.05271356825470882,17.02961453565774,6.608405401662674
514,384,2015,NonResidential,Non-Refrigerated Warehouse,BUNGE FOODS,1800113,2,GREATER DUWAMISH,1977,1.0,1.0,128800,0,128800,"('Non-Refrigerated Warehouse', ' Other')",Non-Refrigerated Warehouse,119200.0,Other,9600.0,None,0.0,(),97.0,14.5,19.7,21.2,26.6,1869590.0,2536790.0,0.0,107146.0,365596.0,15040.0,1503994.0,0.0,82.43,0.63,False,,Compliant,,98108,47.54032619,-122.33015747,6901 FOX AVE S,128800.0,38,64400.0,0.0,False,False,0,0.0,0.19554875667927193,0.804451243320728,0.0,(s),(e),N,(o),(s)(e)N(o),NaturalGas,0.12687331923589312,14.746410060224365,4.411949448325136
517,385,2016,NonResidential,Large Office,SKINNER BUILDING,2400002,7,DOWNTOWN,1927,1.0,8.0,321945,0,321945,"('Office', ' Performing Arts', ' Retail Store')",Office,166919.0,Performing Arts,39355.0,Retail Store,19787.0,"('2017', '2016', '2015', '2009', '2008')",76.0,60.40000153,62.29999924,158.0,160.1999969,13656585.75,14072349.0,3700629.75,2917923.75,9955956.0,0.0,0.0,0.0,355.05,1.1,False,,Compliant,,98101.0,47.609320000000004,-122.33388000000001,1326 5TH AVENUE,226061.0,89,35771.666666666664,0.0,True,True,5,0.2709776673133693,0.7290223326866307,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.045840385613105834,16.4597223661153,5.8722586246281026
518,386,2015,NonResidential,Large Office,IBM BUILDING,2400002,7,DOWNTOWN,1964,1.0,22.0,336330,0,336330,"('Office', ' Other - Restaurant/Bar', ' Parking')",Office,256299.0,Parking,66430.0,Other - Restaurant/Bar,7438.0,(),75.0,75.3,80.4,190.2,196.4,19854576.0,21205032.0,6288798.0,3975737.0,13565778.0,0.0,0.0,0.0,579.99,1.55,False,,Compliant,,98101,47.60831575,-122.33544853,1200 5TH AVE,330167.0,51,14623.04347826087,0.0,False,False,0,0.3167430017140633,0.6832569982859367,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.04273997763132694,16.86974906996774,6.36301086201252
521,387,2015,NonResidential,Large Office,PUGET SOUND PLAZA,2400002,7,DOWNTOWN,1960,1.0,21.0,298426,0,298426,"('Office', ' Other - Education', ' Parking')",Office,286538.0,Parking,197750.0,Other - Education,11888.0,"('2013', '2009', '2008')",68.0,102.7,111.7,241.6,252.4,30648909.0,33323772.0,12454960.0,5332120.0,18193949.0,0.0,0.0,0.0,1088.2,3.38,False,,Compliant,,98101,47.60831575,-122.33544853,1325 4TH AVE,496176.0,55,13564.818181818182,0.0,False,False,3,0.4063753133920689,0.5936246866079311,0.0,0.0,s,e,(n),(o),se(n)(o),Electricity,0.04444517833266476,17.321781574137795,6.992280234051825
523,388,2015,NonResidential,Large Office,RAINIER TOWER,2400003,7,DOWNTOWN,1976,1.0,42.0,635824,0,635824,"('Financial Office', ' Office', ' Other', ' Parking', ' Restaurant')",Office,718473.0,Parking,40000.0,Restaurant,19671.0,(),56.0,73.7,73.7,231.3,231.3,56764764.0,56762408.0,0.0,16636110.0,56764764.0,0.0,0.0,0.0,395.71,0.24,False,,Compliant,,98101,47.60816177,-122.33434527,1301 5TH AVE,778144.0,39,14786.60465116279,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.03806264583222145,17.854384833598658,5.980681619742513
525,389,2015,NonResidential,Hotel,FAIRMONT OLYMPIC HOTEL,2400003,7,DOWNTOWN,1923,1.0,12.0,542305,0,542305,"('Hotel', ' Office', ' Retail Store')",Hotel,497900.0,Retail Store,28605.0,Office,15800.0,(),22.0,119.0,123.8,240.8,243.1,64548266.0,67162360.0,32659986.0,8109597.0,27671094.0,42172.0,4217186.0,0.0,2937.83,5.2,False,,Compliant,,98101,47.60816177,-122.33434527,411 UNIVERSITY ST,542305.0,92,41715.769230769234,0.0,False,False,0,0.5059777438483011,0.4286884174394398,0.06533383871225913,0.0,s,e,(n),(o),se(n)(o),Steam,0.036678398713813114,18.022623529520484,7.985426492568234
526,390,2016,NonResidential,Retail Store,RAINIER ELECTRONICS LLC,3600052,2,SOUTHEAST,1980,1.0,2.0,291940,0,291940,"('Office', ' Retail Store')",Retail Store,191940.0,Office,100000.0,None,0.0,(),80.0,40.0,41.40000153,113.1999969,113.90000149999999,11688600.0,12080064.0,0.0,2911448.0,9933861.0,17547.39063,1754739.0,0.0,162.45,0.56,False,,Compliant,,98144.0,47.57936,-122.29744,2700 RAINIER AVE. S.,291940.0,36,97313.33333333333,0.0,False,False,0,0.0,0.8498760330578512,0.15012396694214877,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.08689660682037681,16.307067048470152,5.090370262115109
528,391,2015,NonResidential,Mixed Use Property,THAW CORP,7400015,2,GREATER DUWAMISH,1970,1.0,1.0,88400,0,88400,"('Distribution Center', ' Non-Refrigerated Warehouse', ' Office')",Non-Refrigerated Warehouse,33450.0,Office,29620.0,Distribution Center,27715.0,(),11.0,71.3,77.5,174.4,178.5,6471605.0,7040080.0,0.0,1267462.0,4324760.0,21468.0,2146845.0,0.0,144.17,1.42,False,,Compliant,,98108,47.52726155,-122.29392927,8300 MILITARY RD S,90785.0,45,44200.0,0.0,False,False,0,0.0,0.6682669909551031,0.3317330090448969,0.0,(s),e,n,(o),(s)en(o),Electricity,0.13013717087729088,15.767130091706024,4.970993158823812
530,392,2015,NonResidential,Non-Refrigerated Warehouse,"EUROPEAN SOAPS, LTD",164000120,5,NORTHWEST,1960,1.0,1.0,52311,0,52311,"('Non-Refrigerated Warehouse',)",Non-Refrigerated Warehouse,51116.0,None,0.0,None,0.0,(),93.0,21.8,25.5,25.9,29.8,1113491.0,1302105.0,0.0,21894.0,74704.0,10388.0,1038787.0,0.0,55.69,1.06,False,,Compliant,,98133,47.72957286,-122.34642876,920 N 137TH ST,51116.0,55,26155.5,0.0,False,False,0,0.0,0.06708990014288396,0.932910099857116,0.0,(s),(e),N,(o),(s)(e)N(o),NaturalGas,0.13584420681721623,14.079492743660296,4.019800597601577
533,393,2016,NonResidential,Other,500 YALE,209000030,7,LAKE UNION,2009,1.0,5.0,141131,69710,71421,"('Office', ' Parking', ' Personal Services (Health/Beauty', ' Dry Cleaning', ' etc)')",Parking,74831.0,Office,71643.0,None,0.0,(),,43.09999847,43.09999847,135.1999969,135.1999969,3085813.0,3085814.0,0.0,904400.1875,3085813.0,0.0,0.0,0.0,21.51,0.15,False,,Compliant,,98109.0,47.62323,-122.33028,500 YALE AVE N,146474.0,7,11903.5,0.4939382559466028,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.06311804712543301,14.942326037891782,3.068517943279639
534,394,2015,NonResidential,Large Office,REPUBLICAN BUILDING,209000050,7,LAKE UNION,2001,1.0,5.0,176532,70067,106465,"('Office', ' Parking')",Office,103494.0,Parking,70067.0,None,0.0,"('2015',)",44.0,65.2,65.2,204.6,204.6,6743395.0,6743116.0,0.0,1976294.0,6743395.0,0.0,0.0,0.0,47.01,0.1,False,,Compliant,,98109,47.62347121,-122.32929694,501 EASTLAKE AVE E,173561.0,14,17744.166666666668,0.3969082092765051,True,False,1,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.06035678733281974,15.724032690594107,3.850360345036039
536,395,2016,NonResidential,Warehouse,FERGUSON TERMINAL,467000050,6,BALLARD,1973,1.0,1.0,52500,0,52500,"('Non-Refrigerated Warehouse', ' Office')",Non-Refrigerated Warehouse,49395.0,Office,5853.0,None,0.0,(),2.0,72.19999695,76.80000305,191.8000031,196.6000061,3989398.0,4243867.0,0.0,898234.875,3064777.0,9246.209961,924621.0,0.0,70.47,1.34,False,,Compliant,,98107.0,47.65825,-122.3683,4205 9TH AVE NW,55248.0,43,26250.0,0.0,False,False,0,0.0,0.7682304447939263,0.2317695552060737,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.1357996471050458,15.260985439864916,4.255187087338931
538,396,2016,NonResidential,Warehouse,SBC396,467000420,6,BALLARD,1959,1.0,2.0,57300,0,57300,"('Non-Refrigerated Warehouse', ' Office')",Non-Refrigerated Warehouse,29001.0,Office,28299.0,None,0.0,(),55.0,79.59999847,88.90000153,151.1999969,161.0,4560492.0,5095134.5,0.0,543351.0,1853914.0,27065.78125,2706578.0,0.0,156.67,2.73,False,,Compliant,,98107.0,47.66587,-122.38476000000001,5301 SHILSHOLE AVE NW,57300.0,57,19100.0,0.0,False,False,0,0.0,0.40651622675799015,0.5934837732420098,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.10301705828577094,15.443796622720363,5.054141682405396
541,398,2015,NonResidential,Large Office,SEATTLE TRADE AND TECHNOLOGY CENTER,653000250,7,DOWNTOWN,1916,1.0,6.0,350310,0,350310,"('College/University', ' Office', ' Restaurant')",Office,305233.0,College/University,26900.0,Restaurant,7666.0,"('2017',)",89.0,54.7,51.7,157.6,162.4,18586464.0,16281221.0,0.0,4771753.0,16281897.0,0.0,0.0,2304567.0,113.5,0.12,False,,Compliant,,98121,47.61464888,-122.3535755,2601 ELLIOTT AVE,339799.0,99,50044.28571428572,0.0,False,False,1,0.0,0.8760083144378619,0.0,0.12399168556213812,(s),E,(n),(o),(s)E(n)(o),Electricity,0.049626658755260365,16.605522915726308,4.7318028369214575
542,399,2016,NonResidential,Large Office,1201 THIRD AVENUE,1974700120,7,DOWNTOWN,1988,1.0,55.0,1400000,285000,1115000,"('Office', ' Other', ' Parking', ' Restaurant')",Office,994116.0,Parking,264481.0,Other,133598.0,"('2017', '2011', '2010', '2007')",92.0,46.70000076,48.5,140.1999969,145.3000031,53079160.75,55140300.0,2179487.75,14499658.0,49472833.0,14268.40039,1426840.0,0.0,588.9,0.42,False,,Compliant,,98101.0,47.60723,-122.33611,1201 3RD AVE,1392195.0,28,19910.714285714286,0.20357142857142857,False,False,4,0.041061081584640544,0.9320575589545281,0.02688135946083134,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.029266475249601007,17.825391404241532,6.378256389950525
544,400,2015,NonResidential,Small- and Mid-Sized Office,GALLAND & SENECA BUILDINGS,1974700175,7,DOWNTOWN,1906,1.0,6.0,98370,25920,72450,"('Office',)",Office,98370.0,None,0.0,None,0.0,(),45.0,66.3,66.5,207.5,207.7,6526155.0,6541579.0,0.0,1901522.0,6488262.0,379.0,37893.0,0.0,47.24,0.2,False,,Compliant,,98101,47.60679898,-122.3371001,1201 2ND AVE,98370.0,109,10350.0,0.26349496797804206,False,False,0,0.0,0.994193671465051,0.005806328534948986,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.0654885643067158,15.693689131600953,3.8552409913291616
545,401,2016,NonResidential,Hotel,WAC AGGREGATE,1975700025,7,DOWNTOWN,1930,1.0,21.0,305548,0,305548,"('Hotel',)",Hotel,310000.0,None,0.0,None,0.0,(),58.0,108.8000031,111.40000149999999,220.60000609999997,222.1999969,33729333.0,34527356.0,16284570.0,4272584.5,14578058.0,28667.04883,2866705.0,0.0,1510.85,4.94,False,,Compliant,,98101.0,47.60968,-122.33379,1325 6TH AVE,310000.0,86,13888.545454545454,0.0,False,False,0,0.48280142391194036,0.4322071236926031,0.0849914523954565,0.0,s,e,(n),(o),se(n)(o),Steam,0.0440425552414803,17.35726249533686,7.320427685339653
547,402,2016,NonResidential,Large Office,US BANK CENTRE,1975700080,7,DOWNTOWN,1989,1.0,46.0,1536606,512608,1023998,"('Financial Office', ' Office', ' Other', ' Parking', ' Restaurant', ' Retail Store')",Office,1002403.0,Parking,377046.0,Other,53116.0,"('2017', '2016', '2014', '2013', '2012', '2011', '2010', '2009', '2007')",89.0,51.90000153,53.59999847,157.3000031,162.6999969,56606131.0,58506844.0,0.0,15729209.0,53668061.0,29380.69922,2938070.0,0.0,530.18,0.35,False,,Compliant,,98101.0,47.61054,-122.33466000000001,1420 5TH AVENUE,1432565.0,27,21787.191489361703,0.3335975520074762,True,False,9,0.0,0.9480962583363982,0.051903741663601774,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.026850298953955486,17.88465429681211,6.273216571528962
550,403,2015,NonResidential,Large Office,LOGAN BUILDING,1975700095,7,DOWNTOWN,1958,1.0,10.0,135918,0,135918,"('Office',)",Office,128477.0,None,0.0,None,0.0,(),86.0,50.4,56.1,126.7,133.6,6474907.0,7206984.0,2089199.0,1285324.0,4385708.0,0.0,0.0,0.0,191.83,1.27,False,,Compliant,,98101,47.61002482,-122.3345291,500 UNION ST,128477.0,57,12356.181818181818,0.0,False,False,0,0.3226608505728345,0.6773391494271656,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.05618671687463766,15.790561113840287,5.256609563148246
551,404,2015,NonResidential,Retail Store,O'SHEA BUILDING/GAP,1975700115,7,DOWNTOWN,1914,1.0,4.0,79957,0,79957,"('Office', ' Retail Store')",Retail Store,35694.0,Office,29723.0,None,0.0,(),34.0,86.8,84.7,272.7,266.0,5680936.0,5542252.0,0.0,1664918.0,5680936.0,0.0,0.0,0.0,39.6,0.19,False,,Compliant,,98101,47.61144362,-122.3362264,1524 5TH AVE,65417.0,101,15991.4,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.0760757230948819,15.527911474320405,3.6788291182604347
554,405,2015,NonResidential,Large Office,DECATUR BUILDING,1975700125,7,DOWNTOWN,1921,1.0,4.0,127268,0,127268,"('Non-Refrigerated Warehouse', ' Office', ' Retail Store')",Office,62512.0,Retail Store,53971.0,Non-Refrigerated Warehouse,5000.0,(),70.0,63.9,63.9,174.8,174.8,7758441.0,7758182.0,551052.0,1823222.0,6221092.0,9863.0,986297.0,0.0,138.28,0.88,False,,Compliant,,98101,47.61151197,-122.3352453,1511 6TH AVE,121483.0,94,25453.6,0.0,False,False,0,0.07102612496505419,0.8018482063600149,0.12712566867493097,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.06951623688889101,15.864258586361426,4.929280615053424
555,406,2015,NonResidential,Large Office,520 PIKE BUILDING,1975700160,7,DOWNTOWN,1983,1.0,29.0,500000,0,500000,"('Office', ' Parking')",Office,425829.0,Parking,80005.0,None,0.0,"('2015', '2014', '2012', '2010', '2008')",89.0,45.0,45.0,141.2,141.3,19150819.0,19166410.0,0.0,5612551.0,19150819.0,0.0,0.0,0.0,133.5,0.1,False,,Compliant,,98101,47.61123657,-122.33499146,520 PIKE ST,505834.0,32,16666.666666666668,0.0,True,True,5,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.038391274177066746,16.76866982570546,4.894101477840304
558,408,2015,NonResidential,Large Office,FOURTH & PIKE BUILDING,1975700235,7,DOWNTOWN,1926,1.0,10.0,132326,0,132326,"('Office', ' Other', ' Retail Store')",Office,92006.0,Other,12610.0,Retail Store,9835.0,(),65.0,58.2,58.3,176.6,176.7,6665000.0,6674030.0,368153.0,1844500.0,6293695.0,32.0,3152.0,0.0,72.46,0.34,False,,Compliant,,98101,47.6101265,-122.33613586,1424 4TH AVE,114451.0,89,12029.636363636364,0.0,False,False,0,0.05523675918979745,0.9442903225806452,0.00047291822955738933,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.056671850425678745,15.713734433338793,4.283034685466931
559,409,2015,NonResidential,Large Office,WASHINGTON FEDERAL BUILDING,1975700240,7,DOWNTOWN,1984,1.0,6.0,109830,13200,96630,"('Office', ' Parking', ' Retail Store')",Office,83485.0,Parking,13200.0,Retail Store,5000.0,(),40.0,84.3,84.3,264.6,264.6,7456638.0,7456330.0,0.0,2185325.0,7456638.0,0.0,0.0,0.0,51.98,0.18,False,,Compliant,,98101,47.61030844,-122.3356898,425 PIKE ST,101685.0,31,13804.285714285714,0.12018574160065555,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.0636796786959295,15.824573894024788,3.950859029213344
563,411,2016,NonResidential,Large Office,JOSHUA GREEN BUILDING,1975700305,7,DOWNTOWN,1910,1.0,10.0,130513,0,130513,"('Office', ' Restaurant', ' Retail Store')",Office,87391.0,Retail Store,32264.0,Restaurant,10858.0,(),49.0,89.30000305,90.40000153,204.1000061,205.3999939,11651200.0,11792293.0,631029.0,2006739.75,6846996.0,41731.74609,4173175.0,0.0,318.08,2.44,False,,Compliant,,98101.0,47.60991,-122.33686999999999,1425 4TH AVENUE,130513.0,106,11864.818181818182,0.0,False,False,0,0.054160000686624556,0.5876644465806097,0.35817555273276575,0.0,(s),e,n,(o),(s)en(o),Electricity,0.05692428413060624,16.282956740456704,5.7623029234682095
565,412,2015,NonResidential,Small- and Mid-Sized Office,MIKEN BLDG.,1975700330,7,DOWNTOWN,1920,1.0,8.0,60660,0,60660,"('Office', ' Retail Store')",Office,41758.0,Retail Store,4600.0,None,0.0,(),35.0,62.1,61.2,194.9,192.1,2876976.0,2835493.0,0.0,843158.0,2876976.0,0.0,0.0,0.0,20.06,0.13,False,,Compliant,,98101,47.60950851,-122.33650208,1417 4TH AVE,46358.0,95,6740.0,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.07341391173810095,14.857726377732767,2.9987277825337895
567,413,2015,NonResidential,Large Office,VANCE BUILDING & STERLING BLDG.,1975700340,7,DOWNTOWN,1929,1.0,14.0,137350,0,137350,"('Office',)",Office,124508.0,None,0.0,None,0.0,(),89.0,52.8,59.1,129.1,134.6,6578544.0,7353598.0,2367009.0,1234279.0,4211535.0,0.0,0.0,0.0,212.06,1.41,False,,Compliant,,98101,47.60919189,-122.33681488,1402 3RD AVE,124508.0,86,9156.666666666666,0.0,False,False,0,0.35980742851305697,0.640192571486943,0.0,0.0,s,e,(n),(o),se(n)(o),Electricity,0.05661625925384899,15.810700275220851,5.356869253497652
572,415,2015,NonResidential,Large Office,CENTURY SQUARE,1975700390,7,DOWNTOWN,1985,1.0,30.0,755000,134662,620338,"('Bank Branch', ' Office', ' Other', ' Parking', ' Restaurant')",Office,643083.0,Parking,126891.0,Restaurant,13422.0,"('2012', '2010', '2009', '2008')",67.0,88.4,94.0,222.1,234.5,59126106.0,62832808.0,372528.0,12119040.0,41351881.0,174017.0,17401697.0,0.0,1241.23,1.41,False,,Compliant,,98101,47.61046458,-122.3376779,1501 4TH AVE,783396.0,30,20010.90322580645,0.17836026490066226,False,False,4,0.006300567130194571,0.6993844817042407,0.29431495116556466,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.03279956570993819,17.955987915406574,7.123858102440043
573,416,2015,NonResidential,Small- and Mid-Sized Office,CHROMER BUILDING,1975700440,7,DOWNTOWN,1906,1.0,4.0,63540,0,63540,"('Office',)",Office,56747.0,None,0.0,None,0.0,(),57.0,70.5,67.4,185.4,175.8,3999436.0,3827042.0,0.0,886133.0,3023613.0,9758.0,975823.0,0.0,72.9,0.94,False,,Compliant,,98101,47.60978885,-122.3388932,1516 2ND AVE,56747.0,109,12708.0,0.0,False,False,0,0.0,0.7560098473884818,0.2439901526115182,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.07992753080526774,15.157602739001394,4.289088639014612
576,417,2015,NonResidential,Large Office,MELBOURNE TOWER OFF,1975700465,7,DOWNTOWN,1927,1.0,10.0,130893,0,130893,"('Medical Office', ' Office', ' Supermarket/Grocery Store')",Office,90787.0,Supermarket/Grocery Store,24315.0,Medical Office,6644.0,(),72.0,61.8,61.8,194.1,194.1,7525192.0,7524880.0,0.0,2205416.0,7525192.0,0.0,0.0,0.0,52.46,0.15,True,,Compliant,,98101,47.60982895,-122.33834076,1511 3RD AVE,121746.0,88,11899.363636363636,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.056870940548672345,15.833725421628207,3.9600509744387278
577,418,2016,NonResidential,Mixed Use Property,HAROLD POLL BUILDING,1975700580,7,DOWNTOWN,1910,1.0,5.0,79920,0,79920,"('Office', ' Other', ' Retail Store')",Office,39960.0,Retail Store,26640.0,Other,13320.0,(),,37.70000076,37.29999924,118.1999969,117.0,3009464.0,2977095.25,0.0,882023.3125,3009464.0,0.0,0.0,0.0,20.98,0.26,False,,Compliant,,98101.0,47.60821,-122.33899,110 UNION STREET,79920.0,106,13320.0,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.07169538669770613,14.906458634783354,3.043569602968151
580,419,2016,Campus,Mixed Use Property,MAIN MARKET,1976200205,7,DOWNTOWN,1908,1.0,4.0,137400,0,137400,"('Food Sales', ' Multifamily Housing', ' Office', ' Other - Education', ' Other - Restaurant/Bar', ' Pre-school/Daycare', ' Restaurant', ' Retail Store', ' Supermarket/Grocery Store')",Retail Store,44078.0,Other - Restaurant/Bar,19182.0,Multifamily Housing,14380.0,(),,122.8000031,122.3000031,306.60000610000003,305.0,14940503.0,14879755.0,0.0,3031866.75,10344729.0,45957.73828,4595774.0,0.0,316.2,2.3,False,,Compliant,,98101.0,47.60881,-122.34119,1501 PIKE PLACE,77640.0,108,27480.0,0.0,False,False,0,0.0,0.6923949615350969,0.3076050384649031,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.0685741280369942,16.515512122179906,5.756374924775372
582,420,2016,NonResidential,Other,MERIDIAN (WEST),1976700045,7,DOWNTOWN,1996,1.0,6.0,147852,86429,61423,"('Office', ' Other - Restaurant/Bar', ' Parking', ' Retail Store')",Parking,64821.0,Retail Store,40629.0,Other - Restaurant/Bar,13039.0,(),,157.5,157.5,407.7000122,407.7000122,9671618.0,9671619.0,0.0,2087520.25,7122619.0,25489.99023,2548999.0,0.0,185.03,1.25,False,,Compliant,,98101.0,47.61164,-122.33446,1506 6TH AVE,118489.0,20,8774.714285714286,0.5845642940237534,False,False,0,0.0,0.7364454427377094,0.26355455726229055,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.05926900889291367,16.084706278441324,5.2205179740936245
584,421,2015,NonResidential,Other,MERIDIAN CENTER EAST,1976700055,7,DOWNTOWN,1996,1.0,4.0,267335,166960,100375,"('Movie Theater', ' Other - Restaurant/Bar', ' Parking')",Parking,166960.0,Movie Theater,69947.0,Other - Restaurant/Bar,27400.0,(),,79.9,81.5,206.2,201.6,7782327.0,7935589.0,0.0,1669290.0,5695854.0,20865.0,2086473.0,0.0,150.52,0.47,False,,Compliant,,98101,47.61197207,-122.3341322,614 PIKE ST,264307.0,19,20075.0,0.6245347597583556,False,False,0,0.0,0.7318959997440354,0.2681040002559646,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.061743288471597865,15.886868137291216,5.014095965725237
586,422,2016,NonResidential,Large Office,TWO UNION SQUARE,1976700125,7,DOWNTOWN,1989,1.0,56.0,1605578,389860,1215718,"('Office', ' Other', ' Parking')",Office,1314475.0,Parking,389860.0,Other,30744.0,"('2009', '2005')",97.0,36.79999924,37.90000153,110.3000031,113.3000031,49517697.875,50984500.0,915654.875,13505807.0,46081813.0,25202.29883,2520230.0,0.0,525.78,0.33,False,,Compliant,,98101.0,47.61043,-122.33206000000001,601 UNION ST.,1735079.0,27,21328.385964912282,0.2428159827800331,False,False,2,0.018491466976341134,0.9306129924764803,0.050895540547178555,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.027731800210310235,17.747032222926453,6.2648828742958145
587,423,2016,NonResidential,Large Office,ONE UNION SQUARE,1976700155,7,DOWNTOWN,1980,1.0,36.0,794592,0,794592,"('Office', ' Other', ' Parking')",Office,748011.0,Parking,36606.0,Other,9975.0,"('2009', '2005')",96.0,35.20000076,36.09999847,108.6999969,111.40000149999999,26689655.0,27340878.0,0.0,7629382.0,26031451.0,6582.040039,658204.0,0.0,216.43,0.27,False,,Compliant,,98101.0,47.60967,-122.33228999999999,600 UNIVERSITY STREET,794592.0,36,21475.45945945946,0.0,False,False,2,0.0,0.9753386096598101,0.02466139034018986,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.033301361771731285,17.123893502862938,5.377267169526438
589,424,2015,NonResidential,Large Office,PARK PLACE OFFICE BLDG,1976700185,7,DOWNTOWN,1971,1.0,21.0,456304,93204,363100,"('Office', ' Parking')",Office,342952.0,Parking,106466.0,None,0.0,(),74.0,57.1,62.1,179.4,195.1,19595766.0,21311882.0,0.0,5742952.0,19595766.0,0.0,0.0,0.0,136.6,0.11,False,,Compliant,,98101,47.6090932,-122.3320105,1200 6TH AVE,449418.0,44,16504.545454545456,0.20425856446579474,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.03787537863622107,16.87477531552014,4.91705694713669
